id,title,year,month,day,hour,minute,url,link
4014,外交部发言人谈朝鲜发射弹道导弹：希望各方保持冷静克制--国际--人民网,2016,8,29,18,16,http://world.people.com.cn/n1/2016/0829/c1002-28674792.html,4
4015,新形势下中国针对“一带一路”进行投资政策调整--国际--人民网,2016,7,28,9,55,http://world.people.com.cn/n1/2016/0728/c1002-28591796.html,0
4016,下通牒？彭斯促北约保证军费 否则美国会失去耐心--国际--人民网,2017,2,21,9,18,http://world.people.com.cn/n1/2017/0221/c1002-29096363.html,4
4017,特朗普登美军新一代航母视察 称欲重建美军军力--国际--人民网,2017,3,3,13,39,http://world.people.com.cn/n1/2017/0303/c1002-29121683.html,7
4018,德国外长：将国防支出提高到ＧＤＰ的２％德国做不到--国际--人民网,2017,3,2,19,8,http://world.people.com.cn/n1/2017/0302/c1002-29119702.html,2
4019,韩国弹劾双方总统就职日上街造势 苦等末日审判--国际--人民网,2017,2,25,9,48,http://world.people.com.cn/n1/2017/0225/c1002-29107196.html,8
4020,朴槿惠就任总统4周年将至 韩民众拟举行反对集会--国际--人民网,2017,2,14,13,58,http://world.people.com.cn/n1/2017/0214/c1002-29080209.html,7
4021,朴槿惠弹劾案最早下月宣判 其仍有可能重掌国政--国际--人民网,2017,2,8,13,19,http://world.people.com.cn/n1/2017/0208/c1002-29066429.html,4
4022,朴槿惠本周或首次接受检方当面调查--国际--人民网,2017,2,7,8,7,http://world.people.com.cn/n1/2017/0207/c1002-29062146.html,6
4023,朴槿惠案又添黑料 或被迫接受当面讯问--国际--人民网,2017,2,6,14,53,http://world.people.com.cn/n1/2017/0206/c1002-29061449.html,6
4024,在日华侨华人游行抗议APA酒店放置右翼书籍--国际--人民网,2017,2,6,4,33,http://world.people.com.cn/n1/2017/0206/c1002-29059392.html,2
4025,特朗普建边境墙缺人缺料 最终要靠墨西哥--国际--人民网,2017,2,4,13,30,http://world.people.com.cn/n1/2017/0204/c1002-29058167.html,8
4026,特朗普发布会首秀震动美国资本市场--国际--人民网,2017,1,13,17,15,http://world.people.com.cn/n1/2017/0113/c1002-29022521.html,8
4027,联合国秘书长：希望美国“尽快”解除难民禁令--国际--人民网,2017,2,2,8,1,http://world.people.com.cn/n1/2017/0202/c1002-29054394.html,5
4028,黎巴嫩机场开始执行美国的难民入境禁令--国际--人民网,2017,1,30,6,19,http://world.people.com.cn/n1/2017/0130/c1002-29052689.html,4
4029,综合消息：特朗普宣誓就任美国总统 抗议和庆祝撕裂美国--国际--人民网,2017,1,21,9,4,http://world.people.com.cn/n1/2017/0121/c1002-29039761.html,8
4030,葡萄牙发行邮票纪念古特雷斯就任联合国秘书长--国际--人民网,2017,1,5,9,46,http://world.people.com.cn/n1/2017/0105/c1002-29000786.html,8
4031,葡萄牙有望明年底全面受理银联卡支付--国际--人民网,2016,11,22,15,14,http://world.people.com.cn/n1/2016/1122/c1002-28887625.html,3
4032,中国欢迎和吸引外商投资的政策没有改变--国际--人民网,2016,11,1,4,53,http://world.people.com.cn/n1/2016/1101/c1002-28823104.html,4
4033,葡萄牙数千出租车早高峰示威抗议网约车--国际--人民网,2016,10,11,10,59,http://world.people.com.cn/n1/2016/1011/c1002-28769078.html,3
4034,葡萄牙要求伊拉克取消其驻葡大使之子外交豁免权--国际--人民网,2016,8,26,13,53,http://world.people.com.cn/n1/2016/0826/c1002-28668783.html,0
4035,古特雷斯新年履新 联合国迎来“新掌门人”--国际--人民网,2017,1,1,13,43,http://world.people.com.cn/n1/2017/0101/c1002-28992294.html,8
4036,法国总统奥朗德宣布不寻求连任--国际--人民网,2016,12,2,10,58,http://world.people.com.cn/n1/2016/1202/c1002-28920743.html,7
4037,安东尼奥·古特雷斯：从澳门回归见证者到联合国新掌门--国际--人民网,2016,10,14,14,2,http://world.people.com.cn/n1/2016/1014/c1002-28779566.html,4
4038,联大正式任命安东尼奥·古特雷斯为下一任联合国秘书长--国际--人民网,2016,10,13,23,16,http://world.people.com.cn/n1/2016/1013/c1002-28777222.html,6
4039,葡萄牙总理科斯塔--国际--人民网,2016,10,8,4,38,http://world.people.com.cn/n1/2016/1008/c1002-28758480.html,2
4040,乌兹别克斯坦总理代行总统权力--国际--人民网,2016,9,10,4,11,http://world.people.com.cn/n1/2016/0910/c1002-28705609.html,2
4041,印度打击黑钱出新招：取消目前流通500和1000卢比纸币--国际--人民网,2016,11,9,15,21,http://world.people.com.cn/n1/2016/1109/c1002-28848363.html,3
4042,张德江俞正声分别会见卢卡申科--国际--人民网,2016,9,30,8,44,http://world.people.com.cn/n1/2016/0930/c1002-28752388.html,3
4043,习近平会见俄罗斯联邦安全会议秘书--国际--人民网,2016,9,17,8,14,http://world.people.com.cn/n1/2016/0917/c1002-28718932.html,3
4044,习近平会见沙特王储继承人穆罕默德--国际--人民网,2016,9,1,13,23,http://world.people.com.cn/n1/2016/0901/c1002-28683769.html,1
4045,李克强看望古巴革命领袖菲德尔·卡斯特罗--国际--人民网,2016,9,27,14,0,http://world.people.com.cn/n1/2016/0927/c1002-28744376.html,2
4046,李克强与加拿大总理特鲁多共同到访蒙特利尔“加拿大人”冰球队--国际--人民网,2016,9,26,8,20,http://world.people.com.cn/n1/2016/0926/c1002-28739596.html,1
4047,李克强会见古巴国务委员会第一副主席兼部长会议第一副主席迪亚斯－卡内尔--国际--人民网,2016,9,25,10,51,http://world.people.com.cn/n1/2016/0925/c1002-28738583.html,2
4048,世界期待李克强联合国大会“首秀”--国际--人民网,2016,9,20,8,19,http://world.people.com.cn/n1/2016/0920/c1002-28725802.html,2
4049,澳机构预测澳各大城市住房价格将普遍下降--国际--人民网,2016,7,11,15,22,http://world.people.com.cn/n1/2016/0711/c1002-28544450.html,1
4050,巴西数千人游行 呼吁增加公共部门投资并抵制奥运--国际--人民网,2016,7,7,10,12,http://world.people.com.cn/n1/2016/0707/c1002-28533143.html,0
4051,特朗普撤换89岁的资深总统就职游行主持人--国际--人民网,2017,1,9,10,42,http://world.people.com.cn/n1/2017/0109/c1002-29008737.html,7
4052,瓦尔斯正式宣布辞去法总理职务 备战总统党内初选--国际--人民网,2016,12,6,10,34,http://world.people.com.cn/n1/2016/1206/c1002-28928719.html,5
4053,法国总统奥朗德放弃连任 总理瓦尔斯或上阵参选--国际--人民网,2016,12,4,10,38,http://world.people.com.cn/n1/2016/1204/c1002-28923423.html,6
4054,法国总统选举初选折射民众改革期待--国际--人民网,2016,11,29,5,15,http://world.people.com.cn/n1/2016/1129/c1002-28904727.html,4
4055,英国家庭暴力问题严重 每年75万儿童受影响--国际--人民网,2016,8,18,13,34,http://world.people.com.cn/n1/2016/0818/c1002-28646700.html,0
4056,法国歹徒当街烧伤警察 全国警察抗议--国际--人民网,2016,10,12,8,23,http://world.people.com.cn/n1/2016/1012/c1002-28771098.html,2
4057,美国少数族裔27岁女子遭警察击毙 引发民众抗议--国际--人民网,2016,7,29,7,46,http://world.people.com.cn/n1/2016/0729/c1002-28593602.html,3
4058,英国：装备齐全假警察 拦下受害人只为偷车--国际--人民网,2016,7,27,18,43,http://world.people.com.cn/n1/2016/0727/c1002-28590201.html,0
4059,德国多个城市爆发大规模反ＴＴＩＰ抗议活动--国际--人民网,2016,9,18,18,40,http://world.people.com.cn/n1/2016/0918/c1002-28721949.html,1
4060,种族歧视严重！美国遇害黑人警察曾哀叹难做人--国际--人民网,2016,7,20,7,54,http://world.people.com.cn/n1/2016/0720/c1002-28568021.html,2
4061,外媒：达拉斯枪击事件开启美国黑人与警察的战争--国际--人民网,2016,7,12,15,9,http://world.people.com.cn/n1/2016/0712/c1002-28547881.html,4
4062,美今年已有26名警察遭枪杀 同比上升44%--国际--人民网,2016,7,9,7,24,http://world.people.com.cn/n1/2016/0709/c1002-28539246.html,1
4063,巴黎1800华人示威抗议治安不断恶化 要求政府采取措施--国际--人民网,2016,8,22,7,50,http://world.people.com.cn/n1/2016/0822/c1002-28653480.html,1
4064,旅法华人巴黎近郊遭非裔抢劫重伤身亡--国际--人民网,2016,8,14,15,53,http://world.people.com.cn/n1/2016/0814/c1002-28634802.html,2
4065,旅法华人频遭暴力抢劫袭击 华人安全之道究竟何解？--国际--人民网,2016,8,13,10,10,http://world.people.com.cn/n1/2016/0813/c1002-28633682.html,0
4066,法媒：欧洲杯圆满谢幕 法国安保松了一口气--国际--人民网,2016,7,12,14,13,http://world.people.com.cn/n1/2016/0712/c1002-28547718.html,0
4067,美新任总统就职典礼在即 华盛顿高档酒店一房难求--国际--人民网,2016,12,27,16,42,http://world.people.com.cn/n1/2016/1227/c1002-28981076.html,5
4068,外交部：敦促日方认识到APA酒店放置右翼书籍问题的严重性--国际--人民网,2017,1,23,21,55,http://world.people.com.cn/n1/2017/0123/c1002-29044957.html,4
4069,揭秘否认南京大屠杀的右翼酒店女老板元谷芙美子--国际--人民网,2017,1,20,16,47,http://world.people.com.cn/n1/2017/0120/c1002-29039218.html,2
4070,韩国国会将对朴槿惠弹劾案投票 一场法律大战一触即发--国际--人民网,2016,12,7,9,52,http://world.people.com.cn/n1/2016/1207/c1002-28931601.html,4
4071,综述：朴槿惠表态愿4月下台 朝野弹劾决战近在眼前--国际--人民网,2016,12,7,8,26,http://world.people.com.cn/n1/2016/1207/c1002-28930487.html,4
4072,韩媒：朴槿惠会见执政党高层 呼吁否决弹劾自己的草案--国际--人民网,2016,12,7,8,16,http://world.people.com.cn/n1/2016/1207/c1002-28930331.html,6
4073,朴槿惠称如弹劾动议案通过将于明年４月辞职--国际--人民网,2016,12,6,19,21,http://world.people.com.cn/n1/2016/1206/c1002-28929624.html,5
4074,韩总统府前政务首席秘书因涉釜山受贿案寻短见未遂--国际--人民网,2016,12,1,8,47,http://world.people.com.cn/n1/2016/1201/c1002-28916844.html,6
4075,朴槿惠弹劾案后 韩国总统选战突现“黑马”--国际--人民网,2016,12,12,9,13,http://world.people.com.cn/n1/2016/1212/c1002-28941993.html,4
4076,青瓦台前幕僚及崔顺实再遭诉 前秘书泄密百份文件--国际--人民网,2016,12,11,16,15,http://world.people.com.cn/n1/2016/1211/c1002-28940517.html,5
4077,弹劾通过！朴槿惠开启“告别模式”--国际--人民网,2016,12,10,9,58,http://world.people.com.cn/n1/2016/1210/c1002-28939346.html,4
4078,韩国会9日表决总统弹劾案--国际--人民网,2016,12,7,9,44,http://world.people.com.cn/n1/2016/1207/c1002-28931502.html,5
4079,韩国前幕僚长：朴槿惠安插闺蜜亲信任青瓦台要职--国际--人民网,2016,12,8,15,15,http://world.people.com.cn/n1/2016/1208/c1002-28935581.html,7
4080,韩检方起诉车恩泽 朴槿惠"冲刺周"引媒体关注--国际--人民网,2016,11,28,12,27,http://world.people.com.cn/n1/2016/1128/c1002-28902611.html,7
4081,亲信门令朴槿惠举步艰难 本周是否发布立场引关注--国际--人民网,2016,11,28,9,1,http://world.people.com.cn/n1/2016/1128/c1002-28901773.html,5
4082,韩调查崔顺实女儿走后门 民众再集会吁朴槿惠下台--国际--人民网,2016,11,26,9,30,http://world.people.com.cn/n1/2016/1126/c1002-28897643.html,7
4083,朴槿惠称“有条件”下台 韩国政局再添变数--国际--人民网,2016,11,29,21,8,http://world.people.com.cn/n1/2016/1129/c1002-28910956.html,8
4084,反对党酝酿弹劾朴槿惠 韩国政府或陷入“瘫痪”--国际--人民网,2016,11,27,11,34,http://world.people.com.cn/n1/2016/1127/c1002-28900280.html,5
4085,韩国民众再次举行大规模集会要求朴槿惠下台--国际--人民网,2016,11,27,0,25,http://world.people.com.cn/n1/2016/1127/c1002-28898123.html,7
4086,民心尽失党内倒戈 朴槿惠真要遭遇弹劾这一劫？--国际--人民网,2016,11,28,14,14,http://world.people.com.cn/n1/2016/1128/c1002-28903041.html,5
4087,朴槿惠遭弹劾可能性增大 专家：她目前能做的就是硬撑--国际--人民网,2016,11,25,20,47,http://world.people.com.cn/n1/2016/1125/c1002-28897279.html,4
4088,韩国检方加紧调查“亲信干政”事件--国际--人民网,2016,11,28,5,8,http://world.people.com.cn/n1/2016/1128/c1002-28900662.html,5
4089,朴槿惠亲信门调查：检方搜查乐天与SK集团办公室--国际--人民网,2016,11,24,11,58,http://world.people.com.cn/n1/2016/1124/c1002-28893326.html,6
4090,朴槿惠不愿辞去总统之职 拟破釜沉舟正面攻克“亲信干政门”--国际--人民网,2016,11,23,20,50,http://world.people.com.cn/n1/2016/1123/c1002-28891315.html,6
4091,韩媒：朴槿惠对国民道歉部分内容与事实不符--国际--人民网,2016,11,21,21,19,http://world.people.com.cn/n1/2016/1121/c1002-28885299.html,5
4092,韩媒：朴槿惠拟新组律师团 与亲信门独立检察“斗法”--国际--人民网,2016,11,21,16,32,http://world.people.com.cn/n1/2016/1121/c1002-28884978.html,5
4093,朴槿惠方面否认检方“共谋说”--国际--人民网,2016,11,21,11,46,http://world.people.com.cn/n1/2016/1121/c1002-28884362.html,3
4094,被指共谋作案 朴槿惠还能撑多久--国际--人民网,2016,11,21,11,10,http://world.people.com.cn/n1/2016/1121/c1002-28884297.html,3
4095,以“家”治“国”朴槿惠难逃腐败魔咒--国际--人民网,2016,11,20,9,24,http://world.people.com.cn/n1/2016/1120/c1002-28881666.html,6
4096,不理“最后通牒”　朴槿惠沉寂后重掌国政--国际--人民网,2016,11,20,8,41,http://world.people.com.cn/n1/2016/1120/c1002-28881584.html,6
4097,韩媒:韩国会通过独立调查"亲信门"法案 朴槿惠下周受调查--国际--人民网,2016,11,18,9,0,http://world.people.com.cn/n1/2016/1118/c1002-28878637.html,5
4098,韩朝野三党宣布提升调查力度 朴槿惠是否违法本周见分晓--国际--人民网,2016,11,15,8,22,http://world.people.com.cn/n1/2016/1115/c1002-28860817.html,5
4099,新闻分析：四面楚歌 朴槿惠或将做出重大决断--国际--人民网,2016,11,14,14,21,http://world.people.com.cn/n1/2016/1114/c1002-28859239.html,3
4100,“闺蜜门”持续发酵 韩检方将对朴槿惠展开调查--国际--人民网,2016,11,14,9,31,http://world.people.com.cn/n1/2016/1114/c1002-28858558.html,2
4101,韩百万人集会要求总统下台 韩检方考虑启动调查总统方案--国际--人民网,2016,11,13,15,7,http://world.people.com.cn/n1/2016/1113/c1002-28856539.html,3
4102,阴霾之下的韩国：“崔顺实门”令民众心碎--国际--人民网,2016,11,11,15,42,http://world.people.com.cn/n1/2016/1111/c1002-28854515.html,1
4103,朴槿惠下台压力与日俱增--国际--人民网,2016,11,10,9,59,http://world.people.com.cn/n1/2016/1110/c1002-28850580.html,1
4104,亲信接连被抓抗议此起彼伏 朴槿惠或将放权平危机--国际--人民网,2016,11,7,9,35,http://world.people.com.cn/n1/2016/1107/c1002-28840655.html,0
4105,日本首相助理会晤特朗普亲信 为安倍访美铺路--国际--人民网,2016,11,15,16,23,http://world.people.com.cn/n1/2016/1115/c1002-28870139.html,2
4106,韩国朝野就启动“亲信门”独立检察达成一致--国际--人民网,2016,11,14,21,48,http://world.people.com.cn/n1/2016/1114/c1002-28860162.html,5
4107,韩检方：最迟应于15日或16日调查总统朴槿惠--国际--人民网,2016,11,13,15,49,http://world.people.com.cn/n1/2016/1113/c1002-28856564.html,1
4108,韩国现大规模民众集会 抗议总统“亲信干政”事件--国际--人民网,2016,11,13,12,47,http://world.people.com.cn/n1/2016/1113/c1002-28856465.html,4
4109,同期上任，古铁雷斯能“扛住”特朗普吗？--国际--人民网,2017,1,2,11,24,http://world.people.com.cn/n1/2017/0102/c1002-28992906.html,6
4110,让2017年成为和平之年--国际--人民网,2017,1,2,4,33,http://world.people.com.cn/n1/2017/0102/c1002-28992610.html,8
4111,古特雷斯宣誓就任联合国第九任秘书长--国际--人民网,2016,12,14,4,6,http://world.people.com.cn/n1/2016/1214/c1002-28947156.html,6
4112,特写：“我仍然是骄傲的国际公民”——记潘基文告别联合国演讲--国际--人民网,2016,12,31,15,3,http://world.people.com.cn/n1/2016/1231/c1002-28991344.html,8
4113,国际观察：潘基文十年任期的贡献与遗憾--国际--人民网,2016,12,30,13,53,http://world.people.com.cn/n1/2016/1230/c1002-28990028.html,7
4114,韩媒：潘基文参选韩国总统意愿强烈 称愿“以身报国”--国际--人民网,2016,12,22,8,52,http://world.people.com.cn/n1/2016/1222/c1002-28968622.html,6
4115,潘基文发出参选总统“最强信号”--国际--人民网,2016,12,21,21,54,http://world.people.com.cn/n1/2016/1221/c1002-28967608.html,5
4116,潘基文对韩国政局表示担忧--国际--人民网,2016,12,17,8,44,http://world.people.com.cn/n1/2016/1217/c1002-28956648.html,6
4117,潘基文发表告别演说 卸任后是否竞选韩国总统成关注焦点--国际--人民网,2016,12,14,9,47,http://world.people.com.cn/n1/2016/1214/c1002-28948900.html,8
4118,李克强向乌兹别克斯坦新任总理阿里波夫致贺电--国际--人民网,2016,12,16,8,9,http://world.people.com.cn/n1/2016/1216/c1002-28953832.html,4
4119,古特雷斯宣誓就任联合国第九任秘书长--国际--人民网,2016,12,13,4,42,http://world.people.com.cn/n1/2016/1213/c1002-28943945.html,8
4120,商务部：中方对欧盟的钢铁保护主义倾向表示担忧--国际--人民网,2016,12,9,20,15,http://world.people.com.cn/n1/2016/1209/c1002-28938920.html,5
4121,美国两位前国务卿认为美中应保持“密切关系”--国际--人民网,2016,12,7,3,36,http://world.people.com.cn/n1/2016/1207/c1002-28929871.html,8
4122,习近平会见候任联合国秘书长古特雷斯--国际--人民网,2016,11,29,8,9,http://world.people.com.cn/n1/2016/1129/c1002-28905014.html,8
4123,联合国新秘书长古特雷斯宣誓就职--国际--人民网,2016,12,13,8,10,http://world.people.com.cn/n1/2016/1213/c1002-28944222.html,7
4124,配合安保法新任务 安倍指示日本自卫队加紧准备--国际--人民网,2016,10,24,9,59,http://world.people.com.cn/n1/2016/1024/c1002-28802672.html,1
4125,潘基文告别演说回顾十年任期：永远心系联合国--国际--人民网,2016,12,13,10,48,http://world.people.com.cn/n1/2016/1213/c1002-28945925.html,6
4126,人民币国际化为欧洲带来机遇--国际--人民网,2016,11,22,4,23,http://world.people.com.cn/n1/2016/1122/c1002-28885442.html,2
4127,中国精准扶贫推动可持续发展--国际--人民网,2016,10,26,3,51,http://world.people.com.cn/n1/2016/1026/c1002-28807370.html,5
4128,谢琼：北极治理属于全球公域治理的范畴--国际--人民网,2016,11,26,17,53,http://world.people.com.cn/n1/2016/1126/c1002-28897985.html,8
4129,赵柯：考虑全球治理问题时不应忽略欧洲视角--国际--人民网,2016,11,26,15,33,http://world.people.com.cn/n1/2016/1126/c1002-28897879.html,8
4130,陈积敏：可从五方面考虑应对国际非法移民治理困境--国际--人民网,2016,11,26,14,1,http://world.people.com.cn/n1/2016/1126/c1002-28897822.html,8
4131,熊洁：知识产权全球治理是技术和信息流动的制度建设问题--国际--人民网,2016,11,26,12,54,http://world.people.com.cn/n1/2016/1126/c1002-28897792.html,7
4132,周绍雪：《巴黎协定》开启全球气候治理新起点--国际--人民网,2016,11,26,12,44,http://world.people.com.cn/n1/2016/1126/c1002-28897790.html,5
4133,加强不同文明间的对话--国际--人民网,2016,9,23,4,9,http://world.people.com.cn/n1/2016/0923/c1002-28734396.html,2
4134,联合国变“中国主场”：潘基文和16家国际组织领导人倾听李克强“中国主张”--国际--人民网,2016,9,21,14,34,http://world.people.com.cn/n1/2016/0921/c1002-28730556.html,8
4135,印尼G20协调官高度评价G20杭州峰会成果--国际--人民网,2016,9,12,10,14,http://world.people.com.cn/n1/2016/0912/c1002-28709275.html,8
4136,二十国集团全球贸易增长战略--国际--人民网,2016,9,7,4,46,http://world.people.com.cn/n1/2016/0907/c1002-28696141.html,7
4137,中国为推动全球发展做出重要贡献（国际论坛）--国际--人民网,2016,9,6,6,15,http://world.people.com.cn/n1/2016/0906/c1002-28693201.html,7
4138,中国与联合国携手同行--国际--人民网,2016,9,16,11,57,http://world.people.com.cn/n1/2016/0916/c1002-28718609.html,4
4139,第71届联大开幕 聚焦可持续发展和全球难民问题--国际--人民网,2016,9,14,8,9,http://world.people.com.cn/n1/2016/0914/c1002-28714492.html,7
4140,G20杭州峰会关注绿色发展 中国展现大国担当--国际--人民网,2016,9,6,10,30,http://world.people.com.cn/n1/2016/0906/c1002-28694841.html,8
4141,新西兰主流媒体及政要高度关注杭州G20峰会--国际--人民网,2016,9,7,13,25,http://world.people.com.cn/n1/2016/0907/c1002-28698325.html,8
4142,外国专家记者高度评价习主席演讲：为世界经济发展提供良方--国际--人民网,2016,9,5,8,50,http://world.people.com.cn/n1/2016/0905/c1002-28691254.html,8
4143,71届联合国大会在纽约开幕--国际--人民网,2016,9,14,9,29,http://world.people.com.cn/n1/2016/0914/c1002-28715387.html,1
4144,G20峰会：中国与世界共赢--国际--人民网,2016,8,31,13,38,http://world.people.com.cn/n1/2016/0831/c1002-28680603.html,7
4145,联合国副秘书长赞扬中国维和人员“专业又敬业”--国际--人民网,2016,7,28,13,53,http://world.people.com.cn/n1/2016/0728/c1002-28592280.html,2
4146,中法市长圆桌会议聚焦“变化中的城市”--国际--人民网,2016,9,27,19,50,http://world.people.com.cn/n1/2016/0927/c1002-28744939.html,2
4147,被推举为下届联合国秘书长 古特雷斯何许人也--国际--人民网,2016,10,6,20,32,http://world.people.com.cn/n1/2016/1006/c1002-28757880.html,7
4148,G4外长会议确认携手推动安理会改革 力争“入常”--国际--人民网,2016,9,22,9,0,http://world.people.com.cn/n1/2016/0922/c1002-28732580.html,2
4149,金墉成为下届世行行长唯一提名人选--国际--人民网,2016,9,15,10,54,http://world.people.com.cn/n1/2016/0915/c1002-28717606.html,3
4150,联合国秘书长之争：大国博弈硝烟渐起--国际--人民网,2016,9,11,8,18,http://world.people.com.cn/n1/2016/0911/c1002-28706477.html,5
4151,保加利亚中途换人 联合国秘书长遴选添变数--国际--人民网,2016,9,29,15,58,http://world.people.com.cn/n1/2016/0929/c1002-28750810.html,8
4152,安理会强烈谴责中国驻吉使馆恐袭事件--国际--人民网,2016,9,2,21,20,http://world.people.com.cn/n1/2016/0902/c1002-28688155.html,4
4153,下任联合国秘书长古特雷斯:言辞犀利 雷厉风行 精通四种语言--国际--人民网,2016,10,8,15,2,http://world.people.com.cn/n1/2016/1008/c1002-28760467.html,7
4154,希腊移民秘书长辞职 目前仍有6万难民滞留希腊--国际--人民网,2016,9,14,10,30,http://world.people.com.cn/n1/2016/0914/c1002-28715716.html,3
4155,详讯：安理会两份涉叙决议草案未获通过　中方呼吁继续推进政治解决进程--国际--人民网,2016,10,9,8,7,http://world.people.com.cn/n1/2016/1009/c1002-28761315.html,8
4156,我常驻联合国代表：发展仍然是国际社会第一要务--国际--人民网,2016,10,8,8,56,http://world.people.com.cn/n1/2016/1008/c1002-28759347.html,8
4157,俄美在安理会叙利亚问题紧急会议上互相指责--国际--人民网,2016,9,26,8,46,http://world.people.com.cn/n1/2016/0926/c1002-28740131.html,7
4158,国际社会应更加重视保护武装冲突中医疗人员和设施安全--国际--人民网,2016,9,29,10,22,http://world.people.com.cn/n1/2016/0929/c1002-28749914.html,7
4159,吴海涛：维护国际民航安全应采取多管齐下的实质性措施--国际--人民网,2016,9,23,10,2,http://world.people.com.cn/n1/2016/0923/c1002-28735900.html,5
4160,王毅外长主持召开金砖国家联大外长会晤--国际--人民网,2016,9,22,8,18,http://world.people.com.cn/n1/2016/0922/c1002-28731851.html,8
4161,瑞典政府加大科研投入 应对社会挑战--国际--人民网,2016,9,13,8,26,http://world.people.com.cn/n1/2016/0913/c1002-28711612.html,7
4162,中老建交55周年：中老是牢不可破的命运共同体--国际--人民网,2016,9,12,16,43,http://world.people.com.cn/n1/2016/0912/c1002-28710345.html,5
4163,吴海涛：国际社会应努力支持“阿人主导、阿人所有”的阿富汗和解进程--国际--人民网,2016,9,15,10,44,http://world.people.com.cn/n1/2016/0915/c1002-28717600.html,2
4164,二十国集团全球投资指导原则--国际--人民网,2016,9,7,4,46,http://world.people.com.cn/n1/2016/0907/c1002-28696142.html,7
4165,中国政府代表团活跃在联合国大会多个平台--国际--人民网,2016,9,22,10,54,http://world.people.com.cn/n1/2016/0922/c1002-28733197.html,8
4166,四十五载初心不忘 中国同联合国合作再续新篇--国际--人民网,2016,9,20,15,49,http://world.people.com.cn/n1/2016/0920/c1002-28727794.html,8
4167,联合国大会召开在即纽约发生爆炸 奥巴马要求尽快破案--国际--人民网,2016,9,18,12,55,http://world.people.com.cn/n1/2016/0918/c1002-28721389.html,2
4168,切实推动全球新合作（大家手笔）--国际--人民网,2016,9,8,8,14,http://world.people.com.cn/n1/2016/0908/c1002-28699726.html,8
4169,匈牙利和塞尔维亚将共同阻止非法难民入境--国际--人民网,2016,9,6,13,20,http://world.people.com.cn/n1/2016/0906/c1002-28695166.html,3
4170,欧洲刑警组织：参与恐怖袭击的欧洲女性激增--国际--人民网,2016,7,22,8,29,http://world.people.com.cn/n1/2016/0722/c1002-28575568.html,1
4171,李克强： 坚定信心 继往开来 推动中国－东盟关系更加全面深入发展--国际--人民网,2016,9,8,8,11,http://world.people.com.cn/n1/2016/0908/c1002-28699661.html,7
4172,联合国官员：中国推动G20“创新增长方式”的重点是要打破世界经济增长的结构性瓶颈--国际--人民网,2016,9,2,8,54,http://world.people.com.cn/n1/2016/0902/c1002-28686039.html,8
4173,发展新理念传递中国决心--国际--人民网,2016,8,31,9,0,http://world.people.com.cn/n1/2016/0831/c1002-28679542.html,2
4174,中国与东盟国家外长发表联合声明强调《南海各方行为宣言》重要作用--国际--人民网,2016,7,25,19,17,http://world.people.com.cn/n1/2016/0725/c1002-28583564.html,7
4175,中国道路成就“中国引领”--国际--人民网,2016,9,3,11,21,http://world.people.com.cn/n1/2016/0903/c1002-28688860.html,2
4176,中国驻德大使撰文 阐述中德合作推动G20议程--国际--人民网,2016,9,2,17,16,http://world.people.com.cn/n1/2016/0902/c1002-28687877.html,8
4177,老挝国家主席本扬·沃拉吉：“赞赏中国在G20的引领作用”--国际--人民网,2016,9,2,13,48,http://world.people.com.cn/n1/2016/0902/c1002-28687108.html,4
4178,G20将加强可持续发展协调 推动全球包容联动发展--国际--人民网,2016,9,5,9,28,http://world.people.com.cn/n1/2016/0905/c1002-28691542.html,6
4179,联合国官员说中美批准《巴黎协定》为可持续发展开辟道路--国际--人民网,2016,9,4,11,52,http://world.people.com.cn/n1/2016/0904/c1002-28689727.html,3
4180,金砖国家领导人杭州非正式会晤媒体声明--国际--人民网,2016,9,4,15,2,http://world.people.com.cn/n1/2016/0904/c1002-28689852.html,8
4181,“落实峰会承诺中国得分最高”(现场特写)--国际--人民网,2016,9,4,6,50,http://world.people.com.cn/n1/2016/0904/c1002-28689369.html,7
4182,G20峰会习奥将再度会晤 助中美构建更具建设性合作关系--国际--人民网,2016,9,3,10,41,http://world.people.com.cn/n1/2016/0903/c1002-28688822.html,5
4183,斯堪尼亚中国区总裁：中国能为推动世界可持续发展作出贡献--国际--人民网,2016,9,3,8,42,http://world.people.com.cn/n1/2016/0903/c1002-28688594.html,7
4184,B20杭州峰会准备就绪--国际--人民网,2016,9,2,5,8,http://world.people.com.cn/n1/2016/0902/c1002-28684974.html,5
4185,俄专家：G20对发展中国家作用不可替代--国际--人民网,2016,9,3,16,37,http://world.people.com.cn/n1/2016/0903/c1002-28689098.html,8
4186,法国驻华大使顾山：推动《巴黎协定》尽早生效--国际--人民网,2016,9,3,9,48,http://world.people.com.cn/n1/2016/0903/c1002-28688748.html,3
4187,2016年二十国集团峰会第四次协调人会议在杭州开幕--国际--人民网,2016,9,2,5,5,http://world.people.com.cn/n1/2016/0902/c1002-28684954.html,8
4188,日本经济学家：期待G20为摆脱世界经济不稳定状态发挥作用--国际--人民网,2016,9,1,0,1,http://world.people.com.cn/n1/2016/0901/c1002-28681616.html,6
4189,宋哲：希望香港能从G20杭州峰会获进一步发展动力--国际--人民网,2016,8,31,9,13,http://world.people.com.cn/n1/2016/0831/c1002-28679824.html,5
